游戏名字,游戏类型,游戏图片,游戏地址
"('洛克人ZERO1',)","(' Mega Man  Mega Man ',)",https://mrcuya.gitee.io/yikmresource/gbapic/0588.jpg,"('https://www.yikm.net/play?id=6658&n=L2diYXJvbS8wNTg4LnppcA==&t=Megaman Zero&ac=5&p=/gbapic/0588.jpg',)"
"('数码宝贝-斗魂传说',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=6914&n=L2diYXJvbS8wODU0LnppcA==&t=Digimon - Battle Spirit&ac=5&p=',)"
"('洛克人EXE战斗芯片锦标赛',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7170&n=L2diYXJvbS8xMTIxLnppcA==&t=Rockman EXE Battle Chip GP&ac=5&p=',)"
"('学院战记无量',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7426&n=L2diYXJvbS8xMzk3LnppcA==&t=Gakuen Senki Muryou&ac=5&p=',)"
"('口袋妖怪-绿叶',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7682&n=L2diYXJvbS8xNjg2LnppcA==&t=Pokemon - Versione Verde Foglia&ac=5&p=',)"
"('游戏2合1-迪斯尼公主和平民天后',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7938&n=L2diYXJvbS8xOTU1LnppcA==&t=2 Games in 1 - Disney Princess + Lizzie McGuire&ac=5&p=',)"
"('福特赛车3',)","('驾驶 驾驶 ',)",https://mrcuya.gitee.io/yikmresource/gbapic/2234.jpg,"('https://www.yikm.net/play?id=8194&n=L2diYXJvbS8yMjM0LnppcA==&t=Ford Racing 3&ac=5&p=/gbapic/2234.jpg',)"
"('B',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=8450&n=L2diYXJvbS8yNTA3LnppcA==&t=- 传说!战斗比达人炎魂! Battle B-Daman - Fire Spirits!&ac=5&p=',)"
"('小神游-极速F-ZERO未来赛车',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=8706&n=L2diYXJvbS8yNzY1LnppcA==&t=&ac=5&p=',)"
"('DARKWING(Europe)',)","('动作冒险 动作冒险 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/482a.png,"('https://www.yikm.net/play?id=3331&n=L2Zjcm9tL2R6bXgvRGFya3dpbmcgRHVjayAoRSkgWyFdLm5lcw==&t=DARKWING(Europe)',)"
"('1942',)","('飞行射击 飞行射击 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/5a.png,"('https://www.yikm.net/play?id=3587&n=L2Zjcm9tL2Z4c2ovMTk0MiAoSlUpIFshXS5uZXM=&t=1942',)"
"('迅雷行动(雷霆任务)【天正】',)","('射击 射击 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/sj/1860a.png,"('https://www.yikm.net/play?id=4099&n=L2Zjcm9tL3NqL1JvbGxpbmcgVGh1bmRlciAoVGVuZ2VuKSBbIV0ubmVz&t=迅雷行动(雷霆任务)【天正】',)"
"('Solomon no Kagi(USA)',)","('所罗门之匙 所罗门之匙 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/xyx/2038a.png,"('https://www.yikm.net/play?id=4355&n=L2Zjcm9tL3h5eC9Tb2xvbW9uJ3MgS2V5IChVKSBbIV0ubmVz&t=Solomon no Kagi(USA)',)"
"('全美沙滩排球锦标赛(美版)',)","('排球 排球 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/ydbs/2173a.png,"('https://www.yikm.net/play?id=4611&n=L2Zjcm9tL3lkYnMvU3VwZXIgU3Bpa2UgVidCYWxsIChVKSBbIV0ubmVz&t=全美沙滩排球锦标赛(美版)',)"
"('超强四分卫',)","('足球 足球 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/ydbs/1110a.png,"('https://www.yikm.net/play?id=4867&n=L2Zjcm9tL3lkYnMvSm9obiBFbHdheSdzIFF1YXJ0ZXJiYWNrIChVKSBbIV0ubmVz&t=超强四分卫',)"
"('星战情缘(中文)',)","('中文 中文 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=5123&n=L2Zjcm9tL2pzYnl6dy9YaW5nIFpoYW4gUWluZyBZdWFuIChDKS5ORVM=&t=星战情缘(中文)&ac=3',)"
"('麻雀刑事',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=6147&n=L2diYXJvbS8wMDYzLnppcA==&t=Mahjong Keiji&ac=5&p=',)"
"('银河战机',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=6403&n=L2diYXJvbS8wMzI1LnppcA==&t=Phalanx - The Enforce Fighter A-144&ac=5&p=',)"
"('漫画地带',)","('战斗 战斗 ',)",https://mrcuya.gitee.io/yikmresource/gbapic/0589.png,"('https://www.yikm.net/play?id=6659&n=L2diYXJvbS8wNTg5LnppcA==&t=Comix Zone&ac=5&p=/gbapic/0589.png',)"
"('终极杀阵车3',)","('驾驶 驾驶 ',)",https://mrcuya.gitee.io/yikmresource/gbapic/0855.png,"('https://www.yikm.net/play?id=6915&n=L2diYXJvbS8wODU1LnppcA==&t=Taxi 3&ac=5&p=/gbapic/0855.png',)"
"('世界顶级拉力车实况赛',)","(' Top Gear  Top Gear ',)",https://mrcuya.gitee.io/yikmresource/gbapic/1122.jpg,"('https://www.yikm.net/play?id=7171&n=L2diYXJvbS8xMTIyLnppcA==&t=Top Gear Rally&ac=5&p=/gbapic/1122.jpg',)"
"('琴音笛声-格兰蒂的复仇',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7427&n=L2diYXJvbS8xMzk4LnppcA==&t=Banjo-Kazooie - La vendetta di Grunty&ac=5&p=',)"
"('GBA电影-尼克卡通珍藏电影第2卷',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"(""https://www.yikm.net/play?id=7683&n=L2diYXJvbS8xNjg3LnppcA==&t=Game Boy Advance Video - Nicktoon's Collection - Volume 2&ac=5&p="",)"
"('三维台球杀手',)","(' 3D  3D ',)",https://mrcuya.gitee.io/yikmresource/gbapic/1957.jpg,"('https://www.yikm.net/play?id=7939&n=L2diYXJvbS8xOTU3LnppcA==&t=Killer 3D Pool&ac=5&p=/gbapic/1957.jpg',)"
"('托尼霍克美式滑板',)","('模拟 模拟 ',)",https://mrcuya.gitee.io/yikmresource/gbapic/2235.jpg,"(""https://www.yikm.net/play?id=8195&n=L2diYXJvbS8yMjM1LnppcA==&t=Tony Hawk's American Sk8land&ac=5&p=/gbapic/2235.jpg"",)"
"('史诺比-真人照片版',)","('动漫 动漫 ',)",https://mrcuya.gitee.io/yikmresource/gbapic/2508.jpg,"('https://www.yikm.net/play?id=8451&n=L2diYXJvbS8yNTA4LnppcA==&t=Scooby-Doo&ac=5&p=/gbapic/2508.jpg',)"
"('料理鼠王',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=8707&n=L2diYXJvbS8yNzY2LnppcA==&t=&ac=5&p=',)"
"('DARKWING(USA)',)","('动作冒险 动作冒险 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/482a.png,"('https://www.yikm.net/play?id=3332&n=L2Zjcm9tL2R6bXgvRGFya3dpbmcgRHVjayAoVSkgWyFdLm5lcw==&t=DARKWING(USA)',)"
"('1943(Japan)',)","('飞行射击 飞行射击 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/8a.png,"('https://www.yikm.net/play?id=3588&n=L2Zjcm9tL2Z4c2ovMTk0MyAtIFRoZSBCYXR0bGUgb2YgVmFsaGFsbGEgKEopIFshXS5uZXM=&t=1943(Japan)',)"
"('迅雷行动(雷霆任务)【天正】中文',)","('射击 射击 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/sj/1860a.png,"('https://www.yikm.net/play?id=4100&n=L2Zjcm9tL3NqL1JvbGxpbmcgVGh1bmRlciAoVGVuZ2VuKSBbVCtDaGlfS2FtbWluZ10ubmVz&t=迅雷行动(雷霆任务)【天正】中文',)"
"('Solomon No Kagi 2 - Coolmin Tou Kyuushutsu Sakusen(Japan)',)","('所罗门之匙 所罗门之匙 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=4356&n=L2Zjcm9tL3h5eC9Tb2xvbW9uIG5vIEthZ2kgMiAtIENvb2xtaW4gVG91IEt5dXVzaHV0c3UgU2FrdXNlbiAoSikubmVz&t=Solomon No Kagi 2 - Coolmin Tou Kyuushutsu Sakusen(Japan)',)"
"('Volleyball',)","('排球 排球 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/ydbs/2424a.png,"('https://www.yikm.net/play?id=4612&n=L2Zjcm9tL3lkYnMvVm9sbGV5YmFsbCAoVUUpIFshXS5uZXM=&t=Volleyball',)"
"('超级橄榄球',)","('足球 足球 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/ydbs/2171a.png,"('https://www.yikm.net/play?id=4868&n=L2Zjcm9tL3lkYnMvU3VwZXIgUnVnYnkgKEopIFshXS5uZXM=&t=超级橄榄球',)"
"('星河战士(中文)',)","('中文 中文 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=5124&n=L2Zjcm9tL2pzYnl6dy9YaW5nIEhlIFpoYW4gU2hpIChDKS5ORVM=&t=星河战士(中文)&ac=3',)"
"('小精灵全集',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/gbapic/0064.jpg,"('https://www.yikm.net/play?id=6148&n=L2diYXJvbS8wMDY0LnppcA==&t=Pac-Man Collection&ac=5&p=/gbapic/0064.jpg',)"
"('星域毁灭者2173-火星的碰撞',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=6404&n=L2diYXJvbS8wMzI2LnppcA==&t=Zone of the Enders - The Fist of Mars&ac=5&p=',)"
"('双姝情缘',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=6660&n=L2diYXJvbS8wNTkwLnppcA==&t=Natural 2 - Duo&ac=5&p=',)"
"('国际超级明星足球赛',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/gbapic/0856.jpg,"('https://www.yikm.net/play?id=6916&n=L2diYXJvbS8wODU2LnppcA==&t=International Superstar Soccer Advance&ac=5&p=/gbapic/0856.jpg',)"
"('卡片读取机+',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7172&n=L2diYXJvbS8xMTIzLnppcA==&t=Card e-Reader+&ac=5&p=',)"
"('热血物语EX',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7428&n=L2diYXJvbS8xNDAwLnppcA==&t=Downtown - Nekketsu Monogatari EX&ac=5&p=',)"
"('马里奥高尔夫巡回赛',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7684&n=L2diYXJvbS8xNjkwLnppcA==&t=Mario Golf - Advance Tour&ac=5&p=',)"
"('游戏王-世界冠军赛2005',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7940&n=L2diYXJvbS8xOTU5LnppcA==&t=Yu-Gi-Oh! - Day of the Duelist - World Championship Tournament 2005&ac=5&p=',)"
"('史瑞克',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=8196&n=L2diYXJvbS8yMjM2LnppcA==&t=超级碰撞 Shrek Super Slam&ac=5&p=',)"
"('迪斯尼公主',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=8452&n=L2diYXJvbS8yNTA5LnppcA==&t=- 王国冒险 Disney Princess - Royal Adventure&ac=5&p=',)"
"('冲浪企鹅',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=8708&n=L2diYXJvbS8yNzY3LnppcA==&t=&ac=5&p=',)"
"('Devil Man',)","('动作冒险 动作冒险 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/519a.png,"('https://www.yikm.net/play?id=3333&n=L2Zjcm9tL2R6bXgvRGV2aWwgTWFuIChKKS5uZXM=&t=Devil Man',)"
"('1943(USA)',)","('飞行射击 飞行射击 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/7a.png,"('https://www.yikm.net/play?id=3589&n=L2Zjcm9tL2Z4c2ovMTk0MyAtIFRoZSBCYXR0bGUgb2YgTWlkd2F5IChVKSBbIV0ubmVz&t=1943(USA)',)"
"('Metal Storm(Japan)',)","('射击 射击 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/sj/1133a.png,"('https://www.yikm.net/play?id=4101&n=L2Zjcm9tL3NqL0p1dXJ5b2t1IFNvdWtvdSBNZXRhbCBTdG9ybSAoSikubmVz&t=Metal Storm(Japan)',)"
"('Solomon No Kagi 2 - Coolmin Tou Kyuushutsu Sakusen(Europe)',)","('所罗门之匙 所罗门之匙 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/xyx/2039a.png,"('https://www.yikm.net/play?id=4357&n=L2Zjcm9tL3h5eC9Tb2xvbW9uJ3MgS2V5IDIgKEUpIFshXS5uZXM=&t=Solomon No Kagi 2 - Coolmin Tou Kyuushutsu Sakusen(Europe)',)"
"('沙滩排球王',)","('排球 排球 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=4613&n=L2Zjcm9tL3lkYnMvS2luZ3Mgb2YgdGhlIEJlYWNoIChVKSBbIV0ubmVz&t=沙滩排球王',)"
"('Soccer',)","('足球 足球 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/ydbs/1223a.png,"('https://www.yikm.net/play?id=4869&n=L2Zjcm9tL3lkYnMvU29jY2VyIChKVSkgWyFdLm5lcw==&t=Soccer',)"
"('Empire Strikes Back The',)","('中文 中文 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=5125&n=L2Zjcm9tL2pzYnl6dy9FbXBpcmUgU3RyaWtlcyBCYWNrLCBUaGUgKEopLm5lcw==&t=Empire Strikes Back The&ac=3',)"
"('托蒂的欢乐派对之不可思议的宝石',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=6149&n=L2diYXJvbS8wMDY1LnppcA==&t=Titi et les Bijoux Magiques&ac=5&p=',)"
"('美国鼠潭',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"(""https://www.yikm.net/play?id=6405&n=L2diYXJvbS8wMzI3LnppcA==&t=American Tail, An - Fievel's Gold Rush&ac=5&p="",)"
"('年轻的女巫塞布丽娜',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=6661&n=L2diYXJvbS8wNTkxLnppcA==&t=Sabrina - The Teenage Witch - Potion Commotion&ac=5&p=',)"
"('实况Q版口袋棒球5',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=6917&n=L2diYXJvbS8wODU3LnppcA==&t=Power Pro Kun Pocket 5&ac=5&p=',)"
"('真女神转生-恶魔之子!',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7173&n=L2diYXJvbS8xMTI0LnppcA==&t=Shin Megami Tensei Devil Children - Puzzle de Call!&ac=5&p=',)"
"('雅利达游戏合集',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7429&n=L2diYXJvbS8xNDAxLnppcA==&t=Atari Anniversary Advance&ac=5&p=',)"
"('口袋妖怪-绿叶',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7685&n=L2diYXJvbS8xNjkxLnppcA==&t=Pokemon - Leaf Green Version&ac=5&p=',)"
"('海贼王-棒球进行曲',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7941&n=L2diYXJvbS8xOTYwLnppcA==&t=One Piece - Going Baseball - Haejeok Yaku&ac=5&p=',)"
"('海绵方块!',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=8197&n=L2diYXJvbS8yMjM3LnppcA==&t=SpongeBob SquarePants - Lights, Camera, Pants!&ac=5&p=',)"
"('火影忍者',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=8453&n=L2diYXJvbS8yNTEwLnppcA==&t=- 大结集 2 Naruto - Ninja Council 2&ac=5&p=',)"
"('古惑狼泰坦',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=8709&n=L2diYXJvbS8yNzY4LnppcA==&t=&ac=5&p=',)"
"('CASTLE1(Japan)',)","('恶魔城 恶魔城 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/87a.png,"('https://www.yikm.net/play?id=3334&n=L2Zjcm9tL2R6bXgvQWt1bWFqb3UgRHJhY3VsYSAoSikgWyFdLm5lcw==&t=CASTLE1(Japan)',)"
"('B-Wings',)","('飞行射击 飞行射击 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/151a.png,"('https://www.yikm.net/play?id=3590&n=L2Zjcm9tL2Z4c2ovQi1XaW5ncyAoSikgWyFdLm5lcw==&t=B-Wings&ac=3',)"
"('Metal Storm(USA)',)","('射击 射击 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/sj/1432a.png,"('https://www.yikm.net/play?id=4102&n=L2Zjcm9tL3NqL01ldGFsIFN0b3JtIChVKSBbIV0ubmVz&t=Metal Storm(USA)',)"
"('Solomon No Kagi 2 - Coolmin Tou Kyuushutsu Sakusen(USA)',)","('所罗门之匙 所罗门之匙 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/xyx/764a.png,"('https://www.yikm.net/play?id=4358&n=L2Zjcm9tL3h5eC9GaXJlICduIEljZSAoVSkgWyFdLm5lcw==&t=Solomon No Kagi 2 - Coolmin Tou Kyuushutsu Sakusen(USA)',)"
"('维尼斯沙滩排球【AVE】',)","('排球 排球 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/ydbs/2424a.png,"('https://www.yikm.net/play?id=4614&n=L2Zjcm9tL3lkYnMvVmVuaWNlIEJlYWNoIFZvbGxleWJhbGwgKEFWRSkgWyFdLm5lcw==&t=维尼斯沙滩排球【AVE】',)"
"('顶级射手',)","('足球 足球 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/ydbs/2343a.png,"('https://www.yikm.net/play?id=4870&n=L2Zjcm9tL3lkYnMvVG9wIFN0cmlrZXIgKEopLm5lcw==&t=顶级射手',)"
"('Empire Strikes Back The(USA)',)","('中文 中文 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=5126&n=L2Zjcm9tL2pzYnl6dy9TdGFyIFdhcnMgLSBUaGUgRW1waXJlIFN0cmlrZXMgQmFjayAoVSkgKFByb3RvdHlwZSkgWyFdLm5lcw==&t=Empire Strikes Back The(USA)&ac=3',)"
"('大富翁EX垄断',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=6150&n=L2diYXJvbS8wMDY2LnppcA==&t=EX Monopoly&ac=5&p=',)"
"('魔笛师传说',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=6406&n=L2diYXJvbS8wMzI4LnppcA==&t=Black Black - Bura Bura&ac=5&p=',)"
"('超级海绵笨伯-荷兰鬼魂的复仇',)","(' Pong  Pong ',)",https://mrcuya.gitee.io/yikmresource/gbapic/0592.jpg,"('https://www.yikm.net/play?id=6662&n=L2diYXJvbS8wNTkyLnppcA==&t=SpongeBob SquarePants - Revenge of the Flying Dutchman&ac=5&p=/gbapic/0592.jpg',)"
"('炼金术士玛丽艾莉',)","('马里奥 马里奥 ',)",https://mrcuya.gitee.io/yikmresource/gbapic/0858.png,"('https://www.yikm.net/play?id=6918&n=L2diYXJvbS8wODU4LnppcA==&t=& 安丝的工作室-风之传言 Marie, Elie & Anis no Atelier - Soyokaze Kara no Dengon&ac=5&p=/gbapic/0858.png',)"
"('狂野丛林-猎杀黑猩猩',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7174&n=L2diYXJvbS8xMTI1LnppcA==&t=Expedition der Stachelbeeren - Zoff im Zoo&ac=5&p=',)"
"('怪投射波',)","('拼图 拼图 ',)",https://mrcuya.gitee.io/yikmresource/gbapic/1402.png,"('https://www.yikm.net/play?id=7430&n=L2diYXJvbS8xNDAyLnppcA==&t=Snood&ac=5&p=/gbapic/1402.png',)"
"('火炎之纹章-圣魔之光石',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7686&n=L2diYXJvbS8xNjkyLnppcA==&t=Fire Emblem - Seima no Kouseki&ac=5&p=',)"
"('龙珠大冒险',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7942&n=L2diYXJvbS8xOTYxLnppcA==&t=Dragon Ball - Advanced Adventure&ac=5&p=',)"
"('正义双亲的反斗家族-反物质世界的突变',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=8198&n=L2diYXJvbS8yMjM4LnppcA==&t=Fairly Odd Parents!, The - Clash with the Anti-World&ac=5&p=',)"
"('篱笆墙外',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=8454&n=L2diYXJvbS8yNTExLnppcA==&t=Over the Hedge - Hammy Goes Nuts!&ac=5&p=',)"
"('斯派罗传说',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=8710&n=L2diYXJvbS8yNzY5LnppcA==&t=无尽之夜&ac=5&p=',)"
"('CASTLE1(Europe)',)","('恶魔城 恶魔城 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/359a.png,"('https://www.yikm.net/play?id=3335&n=L2Zjcm9tL2R6bXgvQ2FzdGxldmFuaWEgKEUpIFshXS5uZXM=&t=CASTLE1(Europe)',)"
"('Z基地(欧版)',)","('飞行射击 飞行射击 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1926a.png,"('https://www.yikm.net/play?id=3591&n=L2Zjcm9tL2Z4c2ovU2VjdGlvbi1aIChFKSBbIV0ubmVz&t=Z基地(欧版)',)"
"('Metal Flame Psybuster(Japan)',)","('射击 射击 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/sj/1425a.png,"('https://www.yikm.net/play?id=4103&n=L2Zjcm9tL3NqL01ldGFsIEZsYW1lIFBzeWJ1c3RlciAoSikubmVz&t=Metal Flame Psybuster(Japan)',)"
"('Super Mogura Tataki!! - Pokkun Moguraa',)","('小游戏 小游戏 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=4359&n=L2Zjcm9tL3h5eC9IaXQgTW91c2UgKFVubCkubmVz&t=Super Mogura Tataki!! - Pokkun Moguraa',)"
"('WCW世界摔角(超级明星摔角)日版',)","('摔角 摔角 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/ydbs/2187a.png,"('https://www.yikm.net/play?id=4615&n=L2Zjcm9tL3lkYnMvU3VwZXJzdGFyIFBybyBXcmVzdGxpbmcgKEopLm5lcw==&t=WCW世界摔角(超级明星摔角)日版',)"
"('任天堂高尔夫公开赛(马里奥高尔夫)日版',)","('高尔夫 高尔夫 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/ydbs/1374a.png,"('https://www.yikm.net/play?id=4871&n=L2Zjcm9tL3lkYnMvTWFyaW8gT3BlbiBHb2xmIChKKS5uZXM=&t=任天堂高尔夫公开赛(马里奥高尔夫)日版',)"
"('Archon',)","('中文 中文 ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=5127&n=L2Zjcm9tL2pzYnl6dy9YaW5nIEppIFpoZW5nIEJhIChDKS5ORVM=&t=Archon&ac=3',)"
"('大家一起养系列-我的甲虫',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=6151&n=L2diYXJvbS8wMDY3LnppcA==&t=Minna no Shiiku Series 1 - Boku no Kabuto Mushi&ac=5&p=',)"
"('超级街霸II-复苏',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=6407&n=L2diYXJvbS8wMzI5LnppcA==&t=Super Street Fighter II Turbo - Revival&ac=5&p=',)"
"('超级马里奥3-耀奇岛',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"(""https://www.yikm.net/play?id=6663&n=L2diYXJvbS8wNTkzLnppcA==&t=Super Mario Advance 3 - Yoshi's Island&ac=5&p="",)"
"('疯狂解迷方块之推石小子',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=6919&n=L2diYXJvbS8wODU5LnppcA==&t=Boulder Dash EX&ac=5&p=',)"
"('怪物史瑞克-恶臭大灾难',)","('史瑞克 史瑞克 ',)",https://mrcuya.gitee.io/yikmresource/gbapic/1126.jpg,"(""https://www.yikm.net/play?id=7175&n=L2diYXJvbS8xMTI2LnppcA==&t=Shrek - Reekin' Havoc&ac=5&p=/gbapic/1126.jpg"",)"
"('洛克人EXE战斗芯片锦标赛',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7431&n=L2diYXJvbS8xNDAzLnppcA==&t=Megaman - Battle Chip Challenge&ac=5&p=',)"
"('托尼·霍克地下滑板2',)","('模拟 模拟 ',)",https://mrcuya.gitee.io/yikmresource/gbapic/1693.jpg,"(""https://www.yikm.net/play?id=7687&n=L2diYXJvbS8xNjkzLnppcA==&t=Tony Hawk's Underground 2&ac=5&p=/gbapic/1693.jpg"",)"
"('雨果-邪恶的镜子',)","('GBA GBA ',)",https://mrcuya.gitee.io/yikmresource/fcpic/1000a.png,"('https://www.yikm.net/play?id=7943&n=L2diYXJvbS8xOTYyLnppcA==&t=Hugo - The Evil Mirror Advance&ac=5&p=',)"
